id,legacy_id,formal_code,scientific_name,family_code,family,genus,species,area,hypothesis,primary_metric,metric_code,suggested_method,source
H199,H199,AVT-ACT-ACTI-199,*Actio actionalis* var. h199-fitness-clips-save,ACT,Action design / CTA,Actio,actionalis,Fitness / workout,Fitness clips save better when framed as a routine/checklist rather than inspiration.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H200,H200,AVT-FID-VERT-200,*Fides verticalis* var. h200-form-correction-clips,FID,Trust / proof / originality,Fides,verticalis,Fitness / workout,Form-correction clips retain better when the wrong form is shown first.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H201,H201,AVT-ACT-ACTI-201,*Actio actionalis* var. h201-timed-follow-along,ACT,Action design / CTA,Actio,actionalis,Fitness / workout,Timed follow-along segments increase completion when the viewer can participate immediately.,infer from protocol,RET,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H202,H202,AVT-FOR-PRIM-202,*Forma primafacialis* var. h202-recipes-stop-scroll,FOR,Content form mechanics,Forma,primafacialis,Food / recipe,Recipes stop scroll better when the finished dish is shown first.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H203,H203,AVT-FOR-TEXT-203,*Forma textualis* var. h203-recipe-save-ingredient,FOR,Content form mechanics,Forma,textualis,Food / recipe,Recipe videos save better when ingredient amounts appear as persistent text.,infer from protocol,SAV,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H204,H204,AVT-FOR-TEXT-204,*Forma textualis* var. h204-texture-sound-close,FOR,Content form mechanics,Forma,textualis,Food / recipe,Texture/sound close-ups increase retention for food videos when used before instruction.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H205,H205,AVT-FOR-STOR-205,*Forma storyformis* var. h205-beauty-fashion-benefit,FOR,Content form mechanics,Forma,storyformis,Beauty / fashion,Beauty/fashion videos benefit from immediate before/after contrast rather than product intro.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H206,H206,AVT-FOR-TEXT-206,*Forma textualis* var. h206-shade-save-labels,FOR,Content form mechanics,Forma,textualis,Beauty / fashion,Shade/fit videos save better when labels stay visible long enough to screenshot.,infer from protocol,SAV,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H207,H207,AVT-FOR-ACTI-207,*Forma actionalis* var. h207-outfit-beauty-send,FOR,Content form mechanics,Forma,actionalis,Beauty / fashion,Outfit/beauty videos send better when the use case is socially specific.,infer from protocol,SND,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H208,H208,AVT-FOR-ACTI-208,*Forma actionalis* var. h208-commentary-retains-information,FOR,Content form mechanics,Forma,actionalis,News / commentary,Commentary retains better when the new information is stated before opinion.,infer from protocol,CMT,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H209,H209,AVT-FOR-ACTI-209,*Forma actionalis* var. h209-explainer-clips-save,FOR,Content form mechanics,Forma,actionalis,News / commentary,Explainer clips save better when they include a timeline or causal chain.,infer from protocol,SAV,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H210,H210,AVT-FOR-PROB-210,*Forma probatoria* var. h210-take-commentary-gets,FOR,Content form mechanics,Forma,probatoria,News / commentary,Hot-take commentary gets more comments but weaker trust if no source/proof is shown.,infer from protocol,CMT,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H211,H211,AVT-FOR-STOR-211,*Forma storyformis* var. h211-storytime-need-visible,FOR,Content form mechanics,Forma,storyformis,Storytime,Storytime videos need a visible stakes line before chronology begins.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H212,H212,AVT-FOR-TEXT-212,*Forma textualis* var. h212-storytimes-retain-each,FOR,Content form mechanics,Forma,textualis,Storytime,Storytimes retain better when each scene has a text label showing progression.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H213,H213,AVT-FOR-ACTI-213,*Forma actionalis* var. h213-final-lesson-increases,FOR,Content form mechanics,Forma,actionalis,Storytime,A strong final lesson increases saves/follows more than a pure anecdotal ending.,infer from protocol,SAV,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H214,H214,AVT-ATT-PRIM-214,*Salientia primafacialis* var. h214-process-stop-scroll,ATT,Attention / first-frame salience,Salientia,primafacialis,Behind-the-scenes / process,Process videos stop scroll better when the final output is previewed first.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H215,H215,AVT-EXP-EXPE-215,*Experimentum experimentalis* var. h215-build-trust-they,EXP,Testing / measurement,Experimentum,experimentalis,Behind-the-scenes / process,"BTS videos build trust when they reveal a decision, not just aesthetics.",infer from protocol,TRU,M-PRE,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H216,H216,AVT-COG-TEXT-216,*Cognitio textualis* var. h216-time-lapse-process,COG,Comprehension / cognitive load,Cognitio,textualis,Behind-the-scenes / process,Time-lapse process needs milestone labels to avoid becoming visual noise.,infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H217,H217,AVT-FID-ACTI-217,*Fides actionalis* var. h217-teardowns-convert-follows,FID,Trust / proof / originality,Fides,actionalis,Case study / teardown,Teardowns convert to follows better when they diagnose a specific mechanism rather than praise the example.,infer from protocol,FOL,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H218,H218,AVT-ACT-ACTI-218,*Actio actionalis* var. h218-case-studies-save,ACT,Action design / CTA,Actio,actionalis,Case study / teardown,Case studies save better when they end with a repeatable rule.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H219,H219,AVT-FID-STOR-219,*Fides storyformis* var. h219-showing-failed-version,FID,Trust / proof / originality,Fides,storyformis,Case study / teardown,Showing the failed version first increases attention for teardowns.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H220,H220,AVT-ACT-ACTI-220,*Actio actionalis* var. h220-comparison-save-criteria,ACT,Action design / CTA,Actio,actionalis,Comparison / review,Comparison videos save better when the criteria are named before the options.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H221,H221,AVT-FID-FIDU-221,*Fides fiduciae* var. h221-reviews-retain-verdict,FID,Trust / proof / originality,Fides,fiduciae,Comparison / review,Reviews retain better when the verdict is previewed early and explained later.,infer from protocol,EHR,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H222,H222,AVT-FOR-FORM-222,*Forma formalis* var. h222-side-side-visuals,FOR,Content form mechanics,Forma,formalis,Comparison / review,Side-by-side visuals outperform sequential explanations when differences are visual.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H223,H223,AVT-FOR-PULS-223,*Forma pulsus* var. h223-carousel-style-complete,FOR,Content form mechanics,Forma,pulsus,Motion graphic / carousel-style video,Carousel-style videos complete better when each slide resolves one micro-question.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H224,H224,AVT-FID-PULS-224,*Fides pulsus* var. h224-motion-graphics-need,FID,Trust / proof / originality,Fides,pulsus,Motion graphic / carousel-style video,Motion graphics need restrained animation; too much movement competes with reading.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H225,H225,AVT-FID-PROB-225,*Fides probatoria* var. h225-save-rate-rises,FID,Trust / proof / originality,Fides,probatoria,Motion graphic / carousel-style video,Save rate rises when the final frame summarises the framework as a screenshotable card.,infer from protocol,SAV,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H226,H226,AVT-MED-NATI-226,*Mediagrammatica nativa* var. h226-full-watch-skip,MED,Platform grammar,Mediagrammatica,nativa,TikTok For You,Full-watch and skip behaviour should be treated as creative diagnostics before hashtags.,infer from protocol,RET,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H227,H227,AVT-MED-NATI-227,*Mediagrammatica nativa* var. h227-native-conversational-openings,MED,Platform grammar,Mediagrammatica,nativa,TikTok For You,Videos with native conversational openings outperform polished ad-like openings for creator-led advice.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H228,H228,AVT-MED-TEXT-228,*Mediagrammatica textualis* var. h228-tiktok-should-show,MED,Platform grammar,Mediagrammatica,textualis,TikTok For You,TikTok FYP videos should show value before asking for context.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H229,H229,AVT-MED-CAPT-229,*Mediagrammatica captionis* var. h229-exact-problem-phrasing,MED,Platform grammar,Mediagrammatica,captionis,TikTok Search,"Exact problem phrasing in speech, caption and overlay increases search-match potential.",infer from protocol,SEA,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H230,H230,AVT-MED-QUAE-230,*Mediagrammatica quaesitiva* var. h230-search-tiktoks-should,MED,Platform grammar,Mediagrammatica,quaesitiva,TikTok Search,"Search-first TikToks should answer quickly, then deepen; feed-first TikToks can lead with tension.",infer from protocol,SEA,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H231,H231,AVT-MED-QUAE-231,*Mediagrammatica quaesitiva* var. h231-topics-creator-search,MED,Platform grammar,Mediagrammatica,quaesitiva,TikTok Search,Content-gap topics from Creator Search Insights produce longer-tail views than purely trend-driven topics.,infer from protocol,SEA,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H232,H232,AVT-MED-NATI-232,*Mediagrammatica nativa* var. h232-live-clips-retain,MED,Platform grammar,Mediagrammatica,nativa,TikTok LIVE,Live clips retain better when edited around a complete question/answer unit.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H233,H233,AVT-MED-NATI-233,*Mediagrammatica nativa* var. h233-live-previews-convert,MED,Platform grammar,Mediagrammatica,nativa,TikTok LIVE,Live previews convert better when they promise a specific audience outcome.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H234,H234,AVT-MED-TEXT-234,*Mediagrammatica textualis* var. h234-gift-comment-heavy,MED,Platform grammar,Mediagrammatica,textualis,TikTok LIVE,Gift/comment-heavy live moments need context labels to travel as standalone clips.,infer from protocol,CMT,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H235,H235,AVT-MED-NATI-235,*Mediagrammatica nativa* var. h235-shop-convert-problem,MED,Platform grammar,Mediagrammatica,nativa,TikTok Shop / commerce,Shop videos convert better when the problem is demonstrated before the product link appears.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H236,H236,AVT-MED-PROB-236,*Mediagrammatica probatoria* var. h236-creator-proof-outperforms,MED,Platform grammar,Mediagrammatica,probatoria,TikTok Shop / commerce,Creator proof outperforms product spec lists for low-consideration products.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H237,H237,AVT-MED-NATI-237,*Mediagrammatica nativa* var. h237-short-objection-handling,MED,Platform grammar,Mediagrammatica,nativa,TikTok Shop / commerce,Short objection-handling videos generate more qualified clicks than hype-only demos.,infer from protocol,CLK,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H238,H238,AVT-MED-PRIM-238,*Mediagrammatica primafacialis* var. h238-frame-behaves-like,MED,Platform grammar,Mediagrammatica,primafacialis,YouTube Shorts feed,First frame behaves like a moving thumbnail and should be designed before the script is finalised.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H239,H239,AVT-MED-NATI-239,*Mediagrammatica nativa* var. h239-engaged-views-scaling,MED,Platform grammar,Mediagrammatica,nativa,YouTube Shorts feed,Engaged views are a better scaling metric than raw Shorts views after the 2025 view-count change.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H240,H240,AVT-MED-SERI-240,*Mediagrammatica serialis* var. h240-shorts-series-promise,MED,Platform grammar,Mediagrammatica,serialis,YouTube Shorts feed,Shorts with a series promise convert more subscribers than isolated tips.,infer from protocol,FOL,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H241,H241,AVT-MED-UNCU-241,*Mediagrammatica uncus* var. h241-searchable-shorts-need,MED,Platform grammar,Mediagrammatica,uncus,YouTube Search / evergreen,Searchable Shorts need direct titles and direct first lines more than mystery hooks.,infer from protocol,SEA,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H242,H242,AVT-MED-QUAE-242,*Mediagrammatica quaesitiva* var. h242-shorts-point-related,MED,Platform grammar,Mediagrammatica,quaesitiva,YouTube Search / evergreen,Shorts that point to a related long video increase total session value.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H243,H243,AVT-MED-QUAE-243,*Mediagrammatica quaesitiva* var. h243-evergreen-tutorials-should,MED,Platform grammar,Mediagrammatica,quaesitiva,YouTube Search / evergreen,Evergreen tutorials should prioritise clarity over trend audio.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H244,H244,AVT-MED-NATI-244,*Mediagrammatica nativa* var. h244-long-form-highlights,MED,Platform grammar,Mediagrammatica,nativa,YouTube long-to-short bridge,"Long-form highlights should be cut around one complete tension/payoff loop, not arbitrary timestamps.",infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H245,H245,AVT-MED-NATI-245,*Mediagrammatica nativa* var. h245-shorts-preview-larger,MED,Platform grammar,Mediagrammatica,nativa,YouTube long-to-short bridge,Shorts that preview a larger unresolved question can drive long-form traffic if the payoff remains honest.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H246,H246,AVT-MED-PRIM-246,*Mediagrammatica primafacialis* var. h246-repurposed-long-form,MED,Platform grammar,Mediagrammatica,primafacialis,YouTube long-to-short bridge,Repurposed long-form clips need new first frames; the long-form opening usually starts too slowly for Shorts.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H247,H247,AVT-MED-ACTI-247,*Mediagrammatica actionalis* var. h247-replying-comments-shorts,MED,Platform grammar,Mediagrammatica,actionalis,YouTube comments / reply Shorts,Replying to comments with Shorts increases perceived relevance when the question is shown visually.,infer from protocol,CMT,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H248,H248,AVT-MED-ACTI-248,*Mediagrammatica actionalis* var. h248-comment-reply-shorts,MED,Platform grammar,Mediagrammatica,actionalis,YouTube comments / reply Shorts,Comment-reply Shorts convert better when the answer expands into a reusable rule.,infer from protocol,CMT,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H249,H249,AVT-MED-PROB-249,*Mediagrammatica probatoria* var. h249-controversial-comments-power,MED,Platform grammar,Mediagrammatica,probatoria,YouTube comments / reply Shorts,"Controversial comments can power videos, but source/proof must appear early to protect trust.",infer from protocol,EHR,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H250,H250,AVT-MED-ACTI-250,*Mediagrammatica actionalis* var. h250-reels-should-bias,MED,Platform grammar,Mediagrammatica,actionalis,Instagram Reels feed,Reels should bias toward sendability when the content has identity/social relevance.,infer from protocol,SND,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H251,H251,AVT-MED-TEXT-251,*Mediagrammatica textualis* var. h251-reels-clean-visual,MED,Platform grammar,Mediagrammatica,textualis,Instagram Reels feed,Reels with clean visual hierarchy outperform cluttered meme-style overlays for educational content.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H252,H252,AVT-MED-NATI-252,*Mediagrammatica nativa* var. h252-cover-improve-profile,MED,Platform grammar,Mediagrammatica,nativa,Instagram Reels feed,A strong cover can improve profile-grid conversion even if feed autoplay carries initial reach.,infer from protocol,CLK,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H253,H253,AVT-MED-UNCU-253,*Mediagrammatica uncus* var. h253-trial-reels-best,MED,Platform grammar,Mediagrammatica,uncus,Instagram Trial Reels,"Trial Reels are best for cold-audience hook testing, not follower-community content.",infer from protocol,FOL,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H254,H254,AVT-MED-NATI-254,*Mediagrammatica nativa* var. h254-formats-trial-reels,MED,Platform grammar,Mediagrammatica,nativa,Instagram Trial Reels,Formats that win Trial Reels should be scaled only if they also fit the account promise.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H255,H255,AVT-MED-NATI-255,*Mediagrammatica nativa* var. h255-trial-reels-reveal,MED,Platform grammar,Mediagrammatica,nativa,Instagram Trial Reels,Trial Reels can reveal whether a niche idea travels beyond existing audience familiarity.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H256,H256,AVT-MED-NATI-256,*Mediagrammatica nativa* var. h256-stories-work-relationship,MED,Platform grammar,Mediagrammatica,nativa,Instagram Stories,Stories work better for relationship and conversion than cold discovery.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H257,H257,AVT-MED-NATI-257,*Mediagrammatica nativa* var. h257-polls-before-links,MED,Platform grammar,Mediagrammatica,nativa,Instagram Stories,Polls before links increase link intent by creating participation momentum.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H258,H258,AVT-MED-NATI-258,*Mediagrammatica nativa* var. h258-story-sequences-should,MED,Platform grammar,Mediagrammatica,nativa,Instagram Stories,Story sequences should use one idea per frame to avoid drop-off.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H259,H259,AVT-MED-NATI-259,*Mediagrammatica nativa* var. h259-pinned-reels-should,MED,Platform grammar,Mediagrammatica,nativa,Instagram profile / pinned posts,"Pinned Reels should explain the account promise, not just show the biggest viral hit.",infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H260,H260,AVT-MED-TEXT-260,*Mediagrammatica textualis* var. h260-covers-explicit-series,MED,Platform grammar,Mediagrammatica,textualis,Instagram profile / pinned posts,Covers with explicit series labels increase bingeing from profile visits.,infer from protocol,CLK,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H261,H261,AVT-MED-ACTI-261,*Mediagrammatica actionalis* var. h261-clear-grid-architecture,MED,Platform grammar,Mediagrammatica,actionalis,Instagram profile / pinned posts,A clear grid architecture improves follow conversion after a single viral Reel.,infer from protocol,FOL,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H262,H262,AVT-MED-UNCU-262,*Mediagrammatica uncus* var. h262-linkedin-perform-hook,MED,Platform grammar,Mediagrammatica,uncus,LinkedIn native video,"LinkedIn videos perform better when the hook names a professional tension, not a generic entertainment premise.",infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H263,H263,AVT-MED-CAPT-263,*Mediagrammatica captionis* var. h263-subtitles-document-style,MED,Platform grammar,Mediagrammatica,captionis,LinkedIn native video,Subtitles and document-style recap frames increase saves for professional education.,infer from protocol,SAV,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H264,H264,AVT-MED-NATI-264,*Mediagrammatica nativa* var. h264-credibility-markers-matter,MED,Platform grammar,Mediagrammatica,nativa,LinkedIn native video,Credibility markers matter more on LinkedIn than trend aesthetics.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H265,H265,AVT-MED-PRIM-265,*Mediagrammatica primafacialis* var. h265-need-standalone-text,MED,Platform grammar,Mediagrammatica,primafacialis,X / Twitter video,Videos on X need standalone text copy because many starts come from the post text rather than the first frame alone.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H266,H266,AVT-MED-ACTI-266,*Mediagrammatica actionalis* var. h266-contrarian-clips-drive,MED,Platform grammar,Mediagrammatica,actionalis,X / Twitter video,Contrarian clips drive comments/reposts but need receipts to avoid low-trust dunking.,infer from protocol,CMT,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H267,H267,AVT-MED-NATI-267,*Mediagrammatica nativa* var. h267-short-clips-quote,MED,Platform grammar,Mediagrammatica,nativa,X / Twitter video,Short clips with one quote-worthy line spread better than dense tutorials.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H268,H268,AVT-MED-UNCU-268,*Mediagrammatica uncus* var. h268-pinterest-style-should,MED,Platform grammar,Mediagrammatica,uncus,Pinterest video / idea pins,Pinterest-style videos should prioritise search intent and evergreen utility over fast trend hooks.,infer from protocol,SEA,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H269,H269,AVT-MED-ACTI-269,*Mediagrammatica actionalis* var. h269-final-checklist-cards,MED,Platform grammar,Mediagrammatica,actionalis,Pinterest video / idea pins,Final checklist cards increase saves because Pinterest users often collect future-use content.,infer from protocol,SAV,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H270,H270,AVT-MED-NATI-270,*Mediagrammatica nativa* var. h270-vertical-process-visuals,MED,Platform grammar,Mediagrammatica,nativa,Pinterest video / idea pins,Vertical process visuals outperform talking-head intros for DIY/recipe/design content.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H271,H271,AVT-MED-STOR-271,*Mediagrammatica storyformis* var. h271-stream-clips-travel,MED,Platform grammar,Mediagrammatica,storyformis,Twitch / stream ecosystem,"Stream clips travel better when edited into a narrative unit: setup, tension, payoff.",infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H272,H272,AVT-MED-NATI-272,*Mediagrammatica nativa* var. h272-creator-reaction-share,MED,Platform grammar,Mediagrammatica,nativa,Twitch / stream ecosystem,Creator reaction is the share trigger when the event itself is common.,infer from protocol,SND,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H273,H273,AVT-MED-NATI-273,*Mediagrammatica nativa* var. h273-clips-invite-back,MED,Platform grammar,Mediagrammatica,nativa,Twitch / stream ecosystem,Clips that invite viewers back to a scheduled stream need a clear next-live promise.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H274,H274,AVT-MED-NATI-274,*Mediagrammatica nativa* var. h274-cannot-classify-topic,MED,Platform grammar,Mediagrammatica,nativa,Classification,"If platform and viewer cannot classify the topic in 2 seconds, all downstream signals weaken.",infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H275,H275,AVT-CLS-CAPT-275,*Claritas captionis* var. h275-repeating-exact-problem,CLS,Classification / legibility,Claritas,captionis,Classification,"Repeating one exact problem phrase across speech, overlay and caption improves topic coherence.",infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H276,H276,AVT-CLS-TOPI-276,*Claritas topica* var. h276-mixed-topic-underperform,CLS,Classification / legibility,Claritas,topica,Classification,Mixed-topic videos underperform single-promise videos when the audience is cold.,infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H277,H277,AVT-ATT-PRIM-277,*Salientia primafacialis* var. h277-frame-clarity-larger,ATT,Attention / first-frame salience,Salientia,primafacialis,Viewed vs swiped,First-frame clarity has a larger effect on viewed-vs-swiped than final CTA choice.,infer from protocol,CTV,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H278,H278,AVT-ATT-PRIM-278,*Salientia primafacialis* var. h278-motion-half-improves,ATT,Attention / first-frame salience,Salientia,primafacialis,Viewed vs swiped,Motion in the first half-second improves stop-scroll only when the subject is clear.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H279,H279,AVT-ATT-PRIM-279,*Salientia primafacialis* var. h279-visible-result-beats,ATT,Attention / first-frame salience,Salientia,primafacialis,Viewed vs swiped,A visible result beats a promise-only first frame for practical content.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H280,H280,AVT-COG-TEXT-280,*Cognitio textualis* var. h280-subject-frame-improves,COG,Comprehension / cognitive load,Cognitio,textualis,1-second hold,A one-subject frame improves 1-second hold more than added text effects.,infer from protocol,EHR,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H281,H281,AVT-FID-FACI-281,*Fides facialis* var. h281-large-faces-help,FID,Trust / proof / originality,Fides,facialis,1-second hold,"Large faces help 1-second hold for unknown creators, but proof must follow quickly.",infer from protocol,EHR,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H282,H282,AVT-TEN-UNCU-282,*Tensio uncus* var. h282-ambiguous-opens-still,TEN,Hook tension / information gap,Tensio,uncus,1-second hold,Ambiguous opens can still work if the motion creates immediate curiosity without confusion.,infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H283,H283,AVT-TEN-UNCU-283,*Tensio uncus* var. h283-problem-hooks-outperform,TEN,Hook tension / information gap,Tensio,uncus,3-second retention,Problem-first hooks outperform topic-first hooks for cold educational content.,infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H284,H284,AVT-RET-RETE-284,*Retentio retentiva* var. h284-direct-callouts-improve,RET,Retention / story progress,Retentio,retentiva,3-second retention,Direct viewer callouts improve 3-second retention when the target audience is specific.,infer from protocol,EHR,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H285,H285,AVT-TEN-UNCU-285,*Tensio uncus* var. h285-hooks-longer-breath,TEN,Hook tension / information gap,Tensio,uncus,3-second retention,Hooks longer than one breath increase early drop-off unless paired with a strong visual payoff.,infer from protocol,EHR,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H286,H286,AVT-RET-PULS-286,*Retentio pulsus* var. h286-average-watch-rises,RET,Retention / story progress,Retentio,pulsus,Average watch time,Average watch rises when each visual reset carries new information.,infer from protocol,RET,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H287,H287,AVT-RET-STOR-287,*Retentio storyformis* var. h287-retention-depends-micro,RET,Retention / story progress,Retentio,storyformis,Average watch time,Mid-video retention depends on micro-payoffs every 5–8 seconds for tutorial content.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
